chr	start	end	value
chr1	234721564	234722064	-0.556784239022432
chr1	234721564	234722064	-0.556784239022432
chr1	234980686	234981186	-0.375094763672268
chr1	234980686	234981186	-0.375094763672268
chr1	24018695	24019195	-0.376052481070911
chr1	24018695	24019195	-0.376052481070911
chr1	2546735	2547235	-0.262448694639811
chr1	2546735	2547235	-0.262448694639811
chr1	2546735	2547235	-0.262448694639811
chr1	2546735	2547235	-0.262448694639811
chr1	2546735	2547235	-0.262448694639811
chr1	2546735	2547235	-0.262448694639811
chr1	2546735	2547235	-0.262448694639811
chr1	2548586	2549086	-0.327783022811715
chr1	2548586	2549086	-0.327783022811715
chr1	2548586	2549086	-0.327783022811715
chr1	2548586	2549086	-0.327783022811715
chr1	2548586	2549086	-0.327783022811715
chr1	2548586	2549086	-0.327783022811715
chr1	25875331	25875831	-0.48759719031606
chr1	26035214	26035714	-0.263351521912663
chr1	27659880	27660380	-0.274509322062098
chr1	27659880	27660380	-0.274509322062098
chr1	27659880	27660380	-0.274509322062098
chr1	27659880	27660380	-0.274509322062098
chr1	27659880	27660380	-0.274509322062098
chr1	27659880	27660380	-0.274509322062098
chr1	27659880	27660380	-0.274509322062098
chr1	27659880	27660380	-0.274509322062098
chr1	27659880	27660380	-0.274509322062098
chr1	27659880	27660380	-0.274509322062098
chr1	27659880	27660380	-0.274509322062098
chr1	28247057	28247557	-0.27793186144388
chr1	28247057	28247557	-0.27793186144388
chr1	28247057	28247557	-0.27793186144388
chr1	28247057	28247557	-0.27793186144388
chr1	28247057	28247557	-0.27793186144388
chr1	28247057	28247557	-0.27793186144388
chr1	28247057	28247557	-0.27793186144388
chr1	28296585	28297085	-0.248176734499747
chr1	32351228	32351728	-0.211517888431076
chr1	32351228	32351728	-0.211517888431076
chr1	32351228	32351728	-0.211517888431076
chr1	32351228	32351728	-0.211517888431076
chr1	32351228	32351728	-0.211517888431076
chr1	32351228	32351728	-0.211517888431076
chr1	33127097	33127597	-0.232825790030416
chr1	33127097	33127597	-0.232825790030416
chr1	33127097	33127597	-0.232825790030416
chr1	33127097	33127597	-0.232825790030416
chr1	33127097	33127597	-0.232825790030416
chr1	33127097	33127597	-0.232825790030416
chr1	33180665	33181165	-0.311003595270463
chr1	3423299	3423799	-0.515785193632023
chr1	3423299	3423799	-0.515785193632023
chr1	3423299	3423799	-0.515785193632023
chr1	3459992	3460492	-0.456267691586886
chr1	3459992	3460492	-0.456267691586886
chr1	3459992	3460492	-0.456267691586886
chr1	3901148	3901648	-0.290216261034819
chr1	42957991	42958491	-0.230764372280768
chr1	46402080	46402580	-0.368572319848253
chr1	46402080	46402580	-0.368572319848253
chr1	47963546	47964046	-0.734496780526307
chr1	47963546	47964046	-0.734496780526307
chr1	47963546	47964046	-0.734496780526307
chr1	52925434	52925934	-0.386308587938243
chr1	52925434	52925934	-0.386308587938243
chr1	52925434	52925934	-0.386308587938243
chr1	6354021	6354521	-0.454811820239824
chr1	6354021	6354521	-0.454811820239824
chr1	6354021	6354521	-0.454811820239824
chr1	6354021	6354521	-0.454811820239824
chr1	6354021	6354521	-0.454811820239824
chr1	6354021	6354521	-0.454811820239824
chr1	6354021	6354521	-0.454811820239824
chr1	8211803	8212303	-0.658636701988808
chr1	8239576	8240076	-0.795694868569695
chr1	8239576	8240076	-0.795694868569695
chr1	8239576	8240076	-0.795694868569695
chr1	8239576	8240076	-0.795694868569695
chr1	8258989	8259489	-0.397606965850153
chr1	8889878	8890378	-0.757675211757405
chr1	8889878	8890378	-0.757675211757405
chr1	8889878	8890378	-0.757675211757405
chr1	8889878	8890378	-0.757675211757405
chr1	94863810	94864310	-0.414252591544362
chr1	94863810	94864310	-0.414252591544362
chr1	94863810	94864310	-0.414252591544362
chr1	94863810	94864310	-0.414252591544362
chr1	94864703	94865203	-0.531456662336263
chr1	94864703	94865203	-0.531456662336263
chr1	94864703	94865203	-0.531456662336263
chr10	100364737	100365237	-0.151505470882701
chr10	100364737	100365237	-0.151505470882701
chr10	100364737	100365237	-0.151505470882701
chr10	100728876	100729376	-0.252058467664798
chr10	100728876	100729376	-0.252058467664798
chr10	100728876	100729376	-0.252058467664798
chr10	100728876	100729376	-0.252058467664798
chr10	100730923	100731423	-0.281963064402526
chr10	100730923	100731423	-0.281963064402526
chr10	100730923	100731423	-0.281963064402526
chr10	100730923	100731423	-0.281963064402526
chr10	100730923	100731423	-0.281963064402526
chr10	102117360	102117860	-0.558778672211174
chr10	102501842	102502342	-0.252569580263187
chr10	102501842	102502342	-0.252569580263187
chr10	102501842	102502342	-0.252569580263187
chr10	102501842	102502342	-0.252569580263187
chr10	102501842	102502342	-0.252569580263187
chr10	102501842	102502342	-0.252569580263187
chr10	102501842	102502342	-0.252569580263187
chr10	102501842	102502342	-0.252569580263187
chr10	102501842	102502342	-0.252569580263187
chr10	102501842	102502342	-0.252569580263187
chr10	102514825	102515325	-0.190530040538572
chr10	102514825	102515325	-0.190530040538572
chr10	104300686	104301186	-0.450927125958693
chr10	110210947	110211447	-0.191358230640371
chr10	110210947	110211447	-0.191358230640371
chr10	110210947	110211447	-0.191358230640371
chr10	110398501	110399001	-0.27241472373319
chr10	110398501	110399001	-0.27241472373319
chr10	113021608	113022108	-0.703174515887575
chr10	117631536	117632036	-1.10897366084788
chr10	117804298	117804798	-0.462244718649087
chr10	117804298	117804798	-0.462244718649087
chr10	120580714	120581214	-0.319875764767277
chr10	122063095	122063595	-0.34730551630958
chr10	122063095	122063595	-0.34730551630958
chr10	122063095	122063595	-0.34730551630958
chr10	122063095	122063595	-0.34730551630958
chr10	122307889	122308389	-0.317262414213371
chr10	122307889	122308389	-0.317262414213371
chr10	122307889	122308389	-0.317262414213371
chr10	124389075	124389575	-0.232409409145708
chr10	124916528	124917028	-0.256744232885183
chr10	125079031	125079531	-0.333059963858136
chr10	125084666	125085166	-0.365675122206955
chr10	21315837	21316337	-0.23856004682829
chr10	21315837	21316337	-0.23856004682829
chr10	28302867	28303367	-0.190529342699017
chr10	28302867	28303367	-0.190529342699017
chr10	28302867	28303367	-0.190529342699017
chr10	28984305	28984805	-0.222809733773102
chr10	2913368	2913868	-0.54002218145367
chr10	2913368	2913868	-0.54002218145367
chr10	3107294	3107794	-0.333854600181154
chr10	3107294	3107794	-0.333854600181154
chr10	3107294	3107794	-0.333854600181154
chr10	3107294	3107794	-0.333854600181154
chr10	32346089	32346589	-0.252714019629427
chr10	33273152	33273652	-0.227086991819905
chr10	33273152	33273652	-0.227086991819905
chr10	33273152	33273652	-0.227086991819905
chr10	33703793	33704293	-0.532750961045018
chr10	33703793	33704293	-0.532750961045018
chr10	34695354	34695854	-0.34096596085243
chr10	3472606	3473106	-0.29086116961216
chr10	3472606	3473106	-0.29086116961216
chr10	3472606	3473106	-0.29086116961216
chr10	3472606	3473106	-0.29086116961216
chr10	34768511	34769011	-0.278277750670975
chr10	3786324	3786824	-0.491090191548107
chr10	43362147	43362647	-0.243308920340505
chr10	43362147	43362647	-0.243308920340505
chr10	43455528	43456028	-0.244741322409129
chr10	43455528	43456028	-0.244741322409129
chr10	43455528	43456028	-0.244741322409129
chr10	43455528	43456028	-0.244741322409129
chr10	44648039	44648539	-0.467413343590507
chr10	44648039	44648539	-0.467413343590507
chr10	44648039	44648539	-0.467413343590507
chr10	44963978	44964478	-0.355356866310121
chr10	44963978	44964478	-0.355356866310121
chr10	44963978	44964478	-0.355356866310121
chr10	44974836	44975336	-0.2251536020965
chr10	44974836	44975336	-0.2251536020965
chr10	44975403	44975903	-0.342473196010282
chr10	44975403	44975903	-0.342473196010282
chr10	44975403	44975903	-0.342473196010282
chr10	44975403	44975903	-0.342473196010282
chr10	44996255	44996755	-0.410290388297245
chr10	44996255	44996755	-0.410290388297245
chr10	44996255	44996755	-0.410290388297245
chr10	48463419	48463919	-0.91489051055259
chr10	48463419	48463919	-0.91489051055259
chr10	48465041	48465541	-0.868838112679322
chr10	48465041	48465541	-0.868838112679322
chr10	5071476	5071976	-0.358086637401275
chr10	5071476	5071976	-0.358086637401275
chr10	5071476	5071976	-0.358086637401275
chr10	5071476	5071976	-0.358086637401275
chr10	5071476	5071976	-0.358086637401275
chr10	5609834	5610334	-0.237325069053192
chr10	5609834	5610334	-0.237325069053192
chr10	5609834	5610334	-0.237325069053192
chr10	5609834	5610334	-0.237325069053192
chr10	5609834	5610334	-0.237325069053192
chr10	5609834	5610334	-0.237325069053192
chr10	71638699	71639199	-0.633604985335416
chr10	72248632	72249132	-0.294452588582798
chr10	72248632	72249132	-0.294452588582798
chr10	72248632	72249132	-0.294452588582798
chr10	72248632	72249132	-0.294452588582798
chr10	72260598	72261098	-0.295610076657283
chr10	72260598	72261098	-0.295610076657283
chr10	72297835	72298335	-0.290363266028348
chr10	72319508	72320008	-0.249768056982082
chr10	72319508	72320008	-0.249768056982082
chr10	72319508	72320008	-0.249768056982082
chr10	72319508	72320008	-0.249768056982082
chr10	72319508	72320008	-0.249768056982082
chr10	72334909	72335409	-0.281654706863997
chr10	72334909	72335409	-0.281654706863997
chr10	75409391	75409891	-0.343643683096701
chr10	75409391	75409891	-0.343643683096701
chr10	77513606	77514106	-0.28304483919145
chr10	77513606	77514106	-0.28304483919145
chr10	77513606	77514106	-0.28304483919145
chr10	77531220	77531720	-0.382028731075509
chr10	78303149	78303649	-0.306078399035382
chr10	86535303	86535803	-0.36540254750617
chr10	86535303	86535803	-0.36540254750617
chr10	86535303	86535803	-0.36540254750617
chr10	86535303	86535803	-0.36540254750617
chr10	86953620	86954120	-0.71399970636033
chr10	86953620	86954120	-0.71399970636033
chr10	86953620	86954120	-0.71399970636033
chr10	86953620	86954120	-0.71399970636033
chr10	86953620	86954120	-0.71399970636033
chr10	86971018	86971518	-0.288980654307892
chr10	86971018	86971518	-0.288980654307892
chr10	86971018	86971518	-0.288980654307892
chr10	86971018	86971518	-0.288980654307892
chr10	87862150	87862650	-0.269699230453285
chr10	89476567	89477067	-0.540674994258076
chr10	89476567	89477067	-0.540674994258076
chr10	89476567	89477067	-0.540674994258076
chr10	91608460	91608960	-0.530798792072014
chr10	91608460	91608960	-0.530798792072014
chr10	95183505	95184005	-0.191565443411323
chr10	97560930	97561430	-0.564570448394659
chr10	97574610	97575110	-0.273809719348184
chr11	100719702	100720202	-0.44856402472675
chr11	100719702	100720202	-0.44856402472675
chr11	100727289	100727789	-0.267379901216838
chr11	100727289	100727789	-0.267379901216838
chr11	100776023	100776523	-0.248848603823318
chr11	100776023	100776523	-0.248848603823318
chr11	10302585	10303085	-0.215770418964419
chr11	10302585	10303085	-0.215770418964419
chr11	10309039	10309539	-0.397677614059184
chr11	10309039	10309539	-0.397677614059184
chr11	10309039	10309539	-0.397677614059184
chr11	108474713	108475213	-0.915712236066106
chr11	108474713	108475213	-0.915712236066106
chr11	108474713	108475213	-0.915712236066106
chr11	108647406	108647906	-0.451804500245308
chr11	111417570	111418070	-0.567093683522383
chr11	111417570	111418070	-0.567093683522383
chr11	111417570	111418070	-0.567093683522383
chr11	111417570	111418070	-0.567093683522383
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	111983075	111983575	-0.400359181371781
chr11	114153129	114153629	-0.487334733799835
chr11	114153129	114153629	-0.487334733799835
chr11	114153129	114153629	-0.487334733799835
chr11	114153129	114153629	-0.487334733799835
chr11	114153129	114153629	-0.487334733799835
chr11	114159824	114160324	-0.388252795440012
chr11	114159824	114160324	-0.388252795440012
chr11	114159824	114160324	-0.388252795440012
chr11	114159824	114160324	-0.388252795440012
chr11	114162679	114163179	-0.38961273302795
chr11	114162679	114163179	-0.38961273302795
chr11	114162679	114163179	-0.38961273302795
chr11	114162679	114163179	-0.38961273302795
chr11	114162679	114163179	-0.38961273302795
chr11	114179121	114179621	-0.578822383144446
chr11	114179121	114179621	-0.578822383144446
chr11	114179121	114179621	-0.578822383144446
chr11	114179121	114179621	-0.578822383144446
chr11	114179121	114179621	-0.578822383144446
chr11	114197638	114198138	-0.787367312740506
chr11	114197638	114198138	-0.787367312740506
chr11	114197638	114198138	-0.787367312740506
chr11	114197638	114198138	-0.787367312740506
chr11	114197638	114198138	-0.787367312740506
chr11	114209831	114210331	-0.413828112478357
chr11	114209831	114210331	-0.413828112478357
chr11	114209831	114210331	-0.413828112478357
chr11	114209831	114210331	-0.413828112478357
chr11	114209831	114210331	-0.413828112478357
chr11	114308515	114309015	-0.614679091632354
chr11	114308515	114309015	-0.614679091632354
chr11	114308515	114309015	-0.614679091632354
chr11	114308515	114309015	-0.614679091632354
chr11	114308515	114309015	-0.614679091632354
chr11	117519099	117519599	-0.45126369049349
chr11	117519099	117519599	-0.45126369049349
chr11	118195077	118195577	-0.535390342575192
chr11	118195077	118195577	-0.535390342575192
chr11	118195077	118195577	-0.535390342575192
chr11	118195077	118195577	-0.535390342575192
chr11	118195077	118195577	-0.535390342575192
chr11	118689948	118690448	-0.590961693473455
chr11	118689948	118690448	-0.590961693473455
chr11	118689948	118690448	-0.590961693473455
chr11	118689948	118690448	-0.590961693473455
chr11	118689948	118690448	-0.590961693473455
chr11	118689948	118690448	-0.590961693473455
chr11	118820303	118820803	-0.48513528195948
chr11	118820303	118820803	-0.48513528195948
chr11	118820303	118820803	-0.48513528195948
chr11	118820303	118820803	-0.48513528195948
chr11	118820303	118820803	-0.48513528195948
chr11	118820303	118820803	-0.48513528195948
chr11	118820303	118820803	-0.48513528195948
chr11	118820303	118820803	-0.48513528195948
chr11	118918099	118918599	-0.555031972886759
chr11	118918099	118918599	-0.555031972886759
chr11	118918099	118918599	-0.555031972886759
chr11	118918099	118918599	-0.555031972886759
chr11	118918099	118918599	-0.555031972886759
chr11	118918099	118918599	-0.555031972886759
chr11	118918099	118918599	-0.555031972886759
chr11	118918099	118918599	-0.555031972886759
chr11	118918099	118918599	-0.555031972886759
chr11	118919315	118919815	-0.448873732182153
chr11	118919315	118919815	-0.448873732182153
chr11	118919315	118919815	-0.448873732182153
chr11	118919315	118919815	-0.448873732182153
chr11	118919315	118919815	-0.448873732182153
chr11	118919315	118919815	-0.448873732182153
chr11	118919315	118919815	-0.448873732182153
chr11	118919315	118919815	-0.448873732182153
chr11	118919315	118919815	-0.448873732182153
chr11	118921895	118922395	-0.493403179203899
chr11	118921895	118922395	-0.493403179203899
chr11	118921895	118922395	-0.493403179203899
chr11	118921895	118922395	-0.493403179203899
chr11	118921895	118922395	-0.493403179203899
chr11	118921895	118922395	-0.493403179203899
chr11	118921895	118922395	-0.493403179203899
chr11	118921895	118922395	-0.493403179203899
chr11	118921895	118922395	-0.493403179203899
chr11	118927867	118928367	-0.339100013996264
chr11	118927867	118928367	-0.339100013996264
chr11	118927867	118928367	-0.339100013996264
chr11	118927867	118928367	-0.339100013996264
chr11	118927867	118928367	-0.339100013996264
chr11	118928439	118928939	-0.323224165669753
chr11	118928439	118928939	-0.323224165669753
chr11	118928439	118928939	-0.323224165669753
chr11	118929374	118929874	-0.411612658652055
chr11	118930136	118930636	-0.25945550560111
chr11	119361274	119361774	-0.397865285355371
chr11	119361274	119361774	-0.397865285355371
chr11	119361274	119361774	-0.397865285355371
chr11	119361274	119361774	-0.397865285355371
chr11	119361274	119361774	-0.397865285355371
chr11	119368497	119368997	-0.424829948340196
chr11	119368497	119368997	-0.424829948340196
chr11	119368497	119368997	-0.424829948340196
chr11	119368497	119368997	-0.424829948340196
chr11	119368497	119368997	-0.424829948340196
chr11	124746792	124747292	-0.342998639086954
chr11	124763131	124763631	-0.42074277477304
chr11	126113498	126113998	-0.464551160938605
chr11	126115844	126116344	-0.71739206278988
chr11	126146678	126147178	-0.719036599032958
chr11	126163013	126163513	-0.684060572325853
chr11	128210386	128210886	-0.257807022944096
chr11	128422531	128423031	-1.5
chr11	12845040	12845540	-0.568288439562096
chr11	12845040	12845540	-0.568288439562096
chr11	12845040	12845540	-0.568288439562096
chr11	12853571	12854071	-0.491571948147244
chr11	12853571	12854071	-0.491571948147244
chr11	128852320	128852820	-0.740674084395913
chr11	128852320	128852820	-0.740674084395913
chr11	129364085	129364585	-0.589398037911377
chr11	129364085	129364585	-0.589398037911377
chr11	129364085	129364585	-0.589398037911377
chr11	129439882	129440382	-0.314532795628348
chr11	129439882	129440382	-0.314532795628348
chr11	129439882	129440382	-0.314532795628348
chr11	16993266	16993766	-0.324834897921298
chr11	16993266	16993766	-0.324834897921298
chr11	16993266	16993766	-0.324834897921298
chr11	27698828	27699328	-0.877719978106112
chr11	27698828	27699328	-0.877719978106112
chr11	2890464	2890964	-0.37949873613583
chr11	2890464	2890964	-0.37949873613583
chr11	2890464	2890964	-0.37949873613583
chr11	47434298	47434798	-0.432238201581712
chr11	57778337	57778837	-0.324074447973503
chr11	57778337	57778837	-0.324074447973503
chr11	62339898	62340398	-0.632346040898373
chr11	62339898	62340398	-0.632346040898373
chr11	62553068	62553568	-0.339227764874418
chr11	62553068	62553568	-0.339227764874418
chr11	62553068	62553568	-0.339227764874418
chr11	62553068	62553568	-0.339227764874418
chr11	63537218	63537718	-0.339422610408558
chr11	63537218	63537718	-0.339422610408558
chr11	63537218	63537718	-0.339422610408558
chr11	63537218	63537718	-0.339422610408558
chr11	63537218	63537718	-0.339422610408558
chr11	63537218	63537718	-0.339422610408558
chr11	64620502	64621002	-0.659115709944432
chr11	64620502	64621002	-0.659115709944432
chr11	64620502	64621002	-0.659115709944432
chr11	64620502	64621002	-0.659115709944432
chr11	64620502	64621002	-0.659115709944432
chr11	64620502	64621002	-0.659115709944432
chr11	64620502	64621002	-0.659115709944432
chr11	64620502	64621002	-0.659115709944432
chr11	64620502	64621002	-0.659115709944432
chr11	64620502	64621002	-0.659115709944432
chr11	65493752	65494252	-0.289502130754841
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	65652375	65652875	-0.253918792345936
chr11	66607136	66607636	-0.374190350314985
chr11	66607136	66607636	-0.374190350314985
chr11	66607136	66607636	-0.374190350314985
chr11	66607136	66607636	-0.374190350314985
chr11	67558438	67558938	-0.372549684645966
chr11	67558438	67558938	-0.372549684645966
chr11	67558438	67558938	-0.372549684645966
chr11	67558438	67558938	-0.372549684645966
chr11	67558438	67558938	-0.372549684645966
chr11	67558438	67558938	-0.372549684645966
chr11	68013040	68013540	-0.33593047235968
chr11	68013040	68013540	-0.33593047235968
chr11	68013040	68013540	-0.33593047235968
chr11	68013040	68013540	-0.33593047235968
chr11	68013040	68013540	-0.33593047235968
chr11	68128158	68128658	-0.860158942520256
chr11	68128158	68128658	-0.860158942520256
chr11	68354378	68354878	-0.279661333898526
chr11	68354378	68354878	-0.279661333898526
chr11	68354378	68354878	-0.279661333898526
chr11	68354378	68354878	-0.279661333898526
chr11	68354378	68354878	-0.279661333898526
chr11	68839036	68839536	-0.344665637174151
chr11	69638884	69639384	-0.312828424717591
chr11	69638884	69639384	-0.312828424717591
chr11	71287194	71287694	-0.344250509533127
chr11	71287194	71287694	-0.344250509533127
chr11	73314368	73314868	-0.428769894556504
chr11	73314368	73314868	-0.428769894556504
chr11	73779297	73779797	-0.251360941287058
chr11	73779297	73779797	-0.251360941287058
chr11	73779297	73779797	-0.251360941287058
chr11	73779297	73779797	-0.251360941287058
chr11	77130952	77131452	-0.454361304170015
chr11	77130952	77131452	-0.454361304170015
chr11	86923834	86924334	-0.354493563720905
chr11	86923834	86924334	-0.354493563720905
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr11	952306	952806	-0.354502768862545
chr12	109723347	109723847	-0.553253008287229
chr12	109723347	109723847	-0.553253008287229
chr12	109723347	109723847	-0.553253008287229
chr12	109937337	109937837	-0.600883096060475
chr12	109937337	109937837	-0.600883096060475
chr12	111775511	111776011	-0.263422417572459
chr12	113223039	113223539	-0.350261053598156
chr12	113223039	113223539	-0.350261053598156
chr12	113223039	113223539	-0.350261053598156
chr12	113223039	113223539	-0.350261053598156
chr12	113223039	113223539	-0.350261053598156
chr12	113223039	113223539	-0.350261053598156
chr12	113246023	113246523	-0.736070520562386
chr12	113246023	113246523	-0.736070520562386
chr12	113246023	113246523	-0.736070520562386
chr12	116314374	116314874	-0.45319791706388
chr12	116314374	116314874	-0.45319791706388
chr12	116533850	116534350	-0.717675680533522
chr12	116533850	116534350	-0.717675680533522
chr12	116533850	116534350	-0.717675680533522
chr12	118126341	118126841	-0.302904250111801
chr12	118126341	118126841	-0.302904250111801
chr12	118126341	118126841	-0.302904250111801
chr12	119188844	119189344	-0.51985452030878
chr12	119188844	119189344	-0.51985452030878
chr12	119188844	119189344	-0.51985452030878
chr12	119680995	119681495	-0.318641964124241
chr12	119680995	119681495	-0.318641964124241
chr12	119680995	119681495	-0.318641964124241
chr12	119680995	119681495	-0.318641964124241
chr12	119680995	119681495	-0.318641964124241
chr12	119680995	119681495	-0.318641964124241
chr12	120961535	120962035	-0.311683247535818
chr12	120961535	120962035	-0.311683247535818
chr12	124369246	124369746	-0.460021298405743
chr12	124369246	124369746	-0.460021298405743
chr12	124369246	124369746	-0.460021298405743
chr12	124369246	124369746	-0.460021298405743
chr12	124369246	124369746	-0.460021298405743
chr12	124369246	124369746	-0.460021298405743
chr12	124392900	124393400	-0.307533127701048
chr12	124392900	124393400	-0.307533127701048
chr12	124392900	124393400	-0.307533127701048
