chr	start	end	value
chr5	132094295	132094795	0.871477787055291
chr5	132094295	132094795	0.871477787055291
chr5	132094295	132094795	0.871477787055291
chr5	132389499	132389999	0.849535686296614
chr5	132389499	132389999	0.849535686296614
chr5	132389499	132389999	0.849535686296614
chr5	132389499	132389999	0.849535686296614
chr5	132389499	132389999	0.849535686296614
chr5	132389499	132389999	0.849535686296614
chr5	132497598	132498098	0.258002783501908
chr5	132497598	132498098	0.258002783501908
chr5	132497598	132498098	0.258002783501908
chr5	132497598	132498098	0.258002783501908
chr5	132497598	132498098	0.258002783501908
chr5	132497598	132498098	0.258002783501908
chr5	133285417	133285917	0.912669104396203
chr5	133824595	133825095	0.663146352483879
chr5	133826906	133827406	1.36315666202394
chr5	134439176	134439676	0.308351342268836
chr5	134439176	134439676	0.308351342268836
chr5	134439176	134439676	0.308351342268836
chr5	135438043	135438543	0.873901822656549
chr5	135438043	135438543	0.873901822656549
chr5	139745214	139745714	0.292855274451682
chr5	139745214	139745714	0.292855274451682
chr5	139745214	139745714	0.292855274451682
chr5	139745214	139745714	0.292855274451682
chr5	139745214	139745714	0.292855274451682
chr5	139745214	139745714	0.292855274451682
chr5	139745214	139745714	0.292855274451682
chr5	141512263	141512763	0.490680751741372
chr5	141512263	141512763	0.490680751741372
chr5	141512263	141512763	0.490680751741372
chr5	141512263	141512763	0.490680751741372
chr5	141512263	141512763	0.490680751741372
chr5	141747054	141747554	0.81179574966683
chr5	141747054	141747554	0.81179574966683
chr5	141747054	141747554	0.81179574966683
chr5	141747054	141747554	0.81179574966683
chr5	146047280	146047780	1.44581707961933
chr5	146047280	146047780	1.44581707961933
chr5	146047280	146047780	1.44581707961933
chr5	146047280	146047780	1.44581707961933
chr5	149641108	149641608	0.292584511155871
chr5	149641108	149641608	0.292584511155871
chr5	149641108	149641608	0.292584511155871
chr5	149641108	149641608	0.292584511155871
chr5	149747366	149747866	0.641844891950265
chr5	149747366	149747866	0.641844891950265
chr5	149747366	149747866	0.641844891950265
chr5	149747366	149747866	0.641844891950265
chr5	149747366	149747866	0.641844891950265
chr5	149747366	149747866	0.641844891950265
chr5	150317127	150317627	0.887681971971604
chr5	150317127	150317627	0.887681971971604
chr5	150317127	150317627	0.887681971971604
chr5	150542859	150543359	0.761828053545267
chr5	150626776	150627276	0.778350223955008
chr5	150626776	150627276	0.778350223955008
chr5	150642482	150642982	0.367914176252045
chr5	150642482	150642982	0.367914176252045
chr5	150642482	150642982	0.367914176252045
chr5	151028584	151029084	0.5174459376192
chr5	151028584	151029084	0.5174459376192
chr5	151028584	151029084	0.5174459376192
chr5	151028584	151029084	0.5174459376192
chr5	151028584	151029084	0.5174459376192
chr5	151075605	151076105	0.621092393079115
chr5	151075605	151076105	0.621092393079115
chr5	151075605	151076105	0.621092393079115
chr5	156920271	156920771	0.749752654662934
chr5	156920271	156920771	0.749752654662934
chr5	156920271	156920771	0.749752654662934
chr5	156920271	156920771	0.749752654662934
chr5	157052871	157053371	1.21850923030931
chr5	157052871	157053371	1.21850923030931
chr5	157052871	157053371	1.21850923030931
chr5	157052871	157053371	1.21850923030931
chr5	157052871	157053371	1.21850923030931
chr5	159581776	159582276	0.441727300216539
chr5	159981622	159982122	1.5
chr5	159981622	159982122	1.5
chr5	159981622	159982122	1.5
chr5	160959677	160960177	0.49262884082461
chr5	168174338	168174838	0.874736571265339
chr5	168174338	168174838	0.874736571265339
chr5	168174338	168174838	0.874736571265339
chr5	168174338	168174838	0.874736571265339
chr5	168314628	168315128	0.35836235419815
chr5	168314628	168315128	0.35836235419815
chr5	168314628	168315128	0.35836235419815
chr5	168314628	168315128	0.35836235419815
chr5	168314628	168315128	0.35836235419815
chr5	168314628	168315128	0.35836235419815
chr5	168314628	168315128	0.35836235419815
chr5	168314628	168315128	0.35836235419815
chr5	168324791	168325291	0.565456497066451
chr5	168324791	168325291	0.565456497066451
chr5	168324791	168325291	0.565456497066451
chr5	168324791	168325291	0.565456497066451
chr5	168324791	168325291	0.565456497066451
chr5	168324791	168325291	0.565456497066451
chr5	168410986	168411486	0.627252605714554
chr5	168410986	168411486	0.627252605714554
chr5	168410986	168411486	0.627252605714554
chr5	168410986	168411486	0.627252605714554
chr5	168818989	168819489	0.493512757388245
chr5	169091450	169091950	0.859869666968891
chr5	169091450	169091950	0.859869666968891
chr5	170745465	170745965	0.377641348690125
chr5	172636993	172637493	1.17934548647247
chr5	172636993	172637493	1.17934548647247
chr5	172636993	172637493	1.17934548647247
chr5	172636993	172637493	1.17934548647247
chr5	172636993	172637493	1.17934548647247
chr5	172636993	172637493	1.17934548647247
chr5	172636993	172637493	1.17934548647247
chr5	172636993	172637493	1.17934548647247
chr5	172636993	172637493	1.17934548647247
chr5	172659142	172659642	1.07027794046887
chr5	172659142	172659642	1.07027794046887
chr5	172659142	172659642	1.07027794046887
chr5	172659142	172659642	1.07027794046887
chr5	172659142	172659642	1.07027794046887
chr5	172858629	172859129	0.780229620345673
chr5	172858629	172859129	0.780229620345673
chr5	172858629	172859129	0.780229620345673
chr5	172858629	172859129	0.780229620345673
chr5	172858629	172859129	0.780229620345673
chr5	172858629	172859129	0.780229620345673
chr5	172858629	172859129	0.780229620345673
chr5	173766344	173766844	0.304786357841074
chr5	173766344	173766844	0.304786357841074
chr5	173766344	173766844	0.304786357841074
chr5	173766344	173766844	0.304786357841074
chr5	173766344	173766844	0.304786357841074
chr5	173766344	173766844	0.304786357841074
chr5	174612613	174613113	1.02551589053886
chr5	177301745	177302245	0.94364551527988
chr5	177301745	177302245	0.94364551527988
chr5	177301745	177302245	0.94364551527988
chr5	177301745	177302245	0.94364551527988
chr5	177301745	177302245	0.94364551527988
chr5	177301745	177302245	0.94364551527988
chr5	177301745	177302245	0.94364551527988
chr5	177301745	177302245	0.94364551527988
chr5	177457468	177457968	0.9274230586239
chr5	177457468	177457968	0.9274230586239
chr5	177457468	177457968	0.9274230586239
chr5	177457468	177457968	0.9274230586239
chr5	177457468	177457968	0.9274230586239
chr5	178274140	178274640	1.23414587559538
chr5	178274140	178274640	1.23414587559538
chr5	178286347	178286847	0.550915544834799
chr5	178286347	178286847	0.550915544834799
chr5	178286347	178286847	0.550915544834799
chr5	178286347	178286847	0.550915544834799
chr5	178286347	178286847	0.550915544834799
chr5	178428879	178429379	0.411988522705057
chr5	178428879	178429379	0.411988522705057
chr5	178428879	178429379	0.411988522705057
chr5	178429719	178430219	0.866347491620418
chr5	178429719	178430219	0.866347491620418
chr5	178786995	178787495	0.501078643349938
chr5	178786995	178787495	0.501078643349938
chr5	179314025	179314525	1.36902815843035
chr5	179314025	179314525	1.36902815843035
chr5	180293359	180293859	0.465077615007256
chr5	180293359	180293859	0.465077615007256
chr5	180466918	180467418	0.926527445538202
chr5	180466918	180467418	0.926527445538202
chr5	180466918	180467418	0.926527445538202
chr5	180466918	180467418	0.926527445538202
chr5	180466918	180467418	0.926527445538202
chr5	68396532	68397032	0.523393706460867
chr5	68396532	68397032	0.523393706460867
chr5	78638346	78638846	0.554566483302865
chr5	80668460	80668960	0.528097990458855
chr5	80668460	80668960	0.528097990458855
chr5	957286	957786	0.432328985737878
chr5	957286	957786	0.432328985737878
chr6	106751304	106751804	0.198031827819396
chr6	106751304	106751804	0.198031827819396
chr6	106751304	106751804	0.198031827819396
chr6	106751304	106751804	0.198031827819396
chr6	106751304	106751804	0.198031827819396
chr6	106751304	106751804	0.198031827819396
chr6	106751304	106751804	0.198031827819396
chr6	106751304	106751804	0.198031827819396
chr6	106751304	106751804	0.198031827819396
chr6	125904759	125905259	0.427905573003725
chr6	133130803	133131303	0.333438751345838
chr6	159701454	159701954	0.277096788856149
chr6	159716105	159716605	0.238057746546136
chr6	159716105	159716605	0.238057746546136
chr6	165701845	165702345	0.273479486519026
chr6	165701845	165702345	0.273479486519026
chr6	165701845	165702345	0.273479486519026
chr6	165701845	165702345	0.273479486519026
chr6	165701845	165702345	0.273479486519026
chr6	33590584	33591084	0.458409864832828
chr6	56938554	56939054	0.536141797050905
chr6	56938554	56939054	0.536141797050905
chr7	102125175	102125675	0.308465200054204
chr7	102125175	102125675	0.308465200054204
chr7	102125175	102125675	0.308465200054204
chr7	102125175	102125675	0.308465200054204
chr7	114255483	114255983	0.307993099244095
chr7	114255483	114255983	0.307993099244095
chr7	114255483	114255983	0.307993099244095
chr7	114255483	114255983	0.307993099244095
chr7	132084698	132085198	1.40974021753526
chr7	26346717	26347217	0.218773503677878
chr7	26346717	26347217	0.218773503677878
chr7	26346717	26347217	0.218773503677878
chr7	26346717	26347217	0.218773503677878
chr7	44257687	44258187	0.456767750708089
chr7	74220648	74221148	1.37494753346472
chr7	74220648	74221148	1.37494753346472
chr7	76423351	76423851	1.15815683807476
chr7	76423351	76423851	1.15815683807476
chr8	122760202	122760702	0.698291486936422
chr8	134402884	134403384	0.421473788499533
chr8	134402884	134403384	0.421473788499533
chr8	134402884	134403384	0.421473788499533
chr8	134402884	134403384	0.421473788499533
chr8	141802302	141802802	1.02271616534031
chr8	39032189	39032689	0.381119685065297
chr8	69643757	69644257	1.23070871998563
chr8	69643757	69644257	1.23070871998563
chr9	136539564	136540064	0.32799510564995
chr9	136539564	136540064	0.32799510564995
chr9	136539564	136540064	0.32799510564995
chr9	136539564	136540064	0.32799510564995
chr9	136539564	136540064	0.32799510564995
chr9	136539564	136540064	0.32799510564995
chrX	115892847	115893347	0.45918057239619
chr2	232890794	232891294	0.901852243128446
chr5	180353151	180353651	0.900053925801751
chr11	43920598	43921098	0.360727521205276
chr17	14300635	14301135	0.827140713281491
chr19	1082078	1082578	1.09304899142198
chr19	15934678	15935178	0.791765348024757
chr19	4694266	4694766	0.689425444521539
chr20	23049554	23050054	1.03598333187772
chr3	134794817	134795317	0.603810881060295
chr5	177447753	177448253	0.428856464536396
chr5	55233457	55233957	0.476655492280654
chr9	37027481	37027981	0.675341564622212
chr1	16948206	16948706	0.596040880444005
chr1	186680168	186680668	0.686568862974876
chr1	29282891	29283391	1.5
chr12	107318072	107318572	0.313979396498474
chr12	122946688	122947188	0.458009196141865
chr16	23182317	23182817	0.600203543406491
chr16	56194262	56194762	0.444302639835304
chr17	7214194	7214694	0.339910943082289
chr19	38173135	38173635	1.0119789004956
chr19	55086926	55087426	0.549099399903566
chr2	29921408	29921908	0.284535650613446
chr2	96145202	96145702	0.372833809561442
chr20	45910609	45911109	0.603683216086476
chr20	6053899	6054399	0.39961568420806
chr20	63682339	63682839	0.358054239067279
chr21	34745460	34745960	0.207266565895834
chr3	119034650	119035150	0.452485013330984
chr4	1204931	1205431	0.669794936926331
chr4	155376642	155377142	0.464950708447494
chr5	123036493	123036993	0.483242660189507
chr5	149731397	149731897	0.373666405048743
chr5	150904724	150905224	0.195161758078614
chr5	160231697	160232197	0.509949519718816
chr5	1709075	1709575	0.451890235428927
chr5	174724288	174724788	0.631188712568244
chr8	102894413	102894913	0.727099382889656
chr1	1032882	1033382	0.142171322647256
chr1	111422861	111423361	0.40732234399302
chr1	158149547	158150047	0.286688304379179
chr1	177969768	177970268	0.675756008995343
chr1	39957283	39957783	0.611887249976931
chr1	43582127	43582627	0.596537943162086
chr11	34242110	34242610	0.199672257487461
chr12	13376889	13377389	0.604488460761473
chr12	31078614	31079114	0.436618632393731
chr16	81181130	81181630	0.287427394733258
chr16	84819652	84820152	0.764350297126813
chr17	42849739	42850239	0.297983518948369
chr17	63961572	63962072	1.5
chr17	77279608	77280108	0.578092474520754
chr19	1370847	1371347	0.41173355189633
chr19	24086876	24087376	0.213254908213927
chr19	3573670	3574170	0.75888603737841
chr19	49363294	49363794	0.792347554222202
chr19	50658048	50658548	0.484033924998409
chr19	7506491	7506991	1.0315519773896
chr2	224485239	224485739	0.245574928476018
chr2	79512546	79513046	0.785834204263152
chr2	95277276	95277776	0.751227218423616
chr20	49982546	49983046	0.498824616781774
chr3	197516386	197516886	0.275363130232909
chr3	96814214	96814714	0.680914798804798
chr4	110622886	110623386	0.182339279905656
chr4	170089912	170090412	0.134568873375133
chr4	25653971	25654471	0.5874557807387
chr4	2937133	2937633	0.479981973198965
chr5	140725837	140726337	0.781262806326271
chr5	150599989	150600489	0.570280188578678
chr5	152689310	152689810	1.09125612893296
chr5	157058956	157059456	0.388183749072404
chr5	159100175	159100675	0.764975460528699
chr5	170861683	170862183	1.11396989384542
chr5	173788866	173789366	0.510490454337692
chr5	174045393	174045893	0.614261642354274
chr6	138161622	138162122	0.134427261062305
chr6	165662482	165662982	0.25170500742013
chr6	56955066	56955566	0.500460490569415
chr7	157010503	157011003	0.57763145602204
chr7	22356928	22357428	0.510543676860071
chr7	901376	901876	0.61975528861495
chr9	62838138	62838638	0.0632035212571869
chrX	47193432	47193932	0.0867659200126514
